tdoy,avg_ret,cum_pct_Y2
243,-0.21250000000000002,
244,-0.07936507936507942,
245,-0.08620689655172409,
246,-0.018867924528301883,
247,0.0,
248,-0.13461538461538458,
249,-0.19999999999999996,
250,-0.2222222222222222,
251,0.4285714285714286,
252,0.0,
