Date,LT_pct_above_SMA200,MT_pct_RSI_ge_50,ST_pct_RSI_ge_60,RegimeScore,RegimeScore_EMA10
2025-09-19,60.816326530612244,43.87755102040816,22.448979591836736,48.06122448979592,50.49851541158043
2025-09-22,61.224489795918366,47.95918367346938,25.918367346938776,50.183673469387756,50.44127142209085
2025-09-23,61.836734693877546,53.673469387755105,29.795918367346943,52.97959183673469,50.90278422475337
2025-09-24,62.04081632653061,45.91836734693878,25.71428571428571,49.93877551020408,50.72750991301714
2025-09-25,60.0,43.673469387755105,23.6734693877551,47.836734693877546,50.20191441862812
2025-09-26,62.857142857142854,49.795918367346935,30.612244897959183,52.48979591836734,50.617892873126166
2025-09-29,62.857142857142854,53.265306122448976,33.06122448979592,54.0204081632653,51.23653201678783
2025-09-30,64.28571428571429,57.3469387755102,35.91836734693877,56.530612244897966,52.1990920582624
2025-10-01,64.6938775510204,45.91836734693878,25.71428571428571,51.265306122448976,52.029312797205414
2025-10-02,63.6734693877551,53.46938775510204,31.63265306122449,54.20408163265306,52.42472531274135
2025-10-03,64.89795918367346,60.61224489795919,36.734693877551024,57.97959183673469,53.4347010443765
2025-10-06,64.6938775510204,58.36734693877551,37.55102040816327,57.36734693877551,54.149727570630866
2025-10-07,64.28571428571429,53.06122448979592,36.734693877551024,55.40816326530612,54.37853406057182
2025-10-08,63.06122448979592,52.244897959183675,33.87755102040816,53.97959183673469,54.30599911078325
2025-10-09,61.63265306122449,48.16326530612245,27.755102040816325,50.816326530612244,53.67151318711579
2025-10-10,54.08163265306123,33.46938775510204,18.16326530612245,40.714285714285715,51.31565364660123
2025-10-13,57.3469387755102,37.3469387755102,18.775510204081634,43.63265306122449,49.91874444926001
2025-10-14,61.224489795918366,46.93877551020408,21.428571428571427,48.97959183673469,49.74798942880086
2025-10-15,60.816326530612244,54.69387755102041,26.93877551020408,52.20408163265306,50.19455164768308
2025-10-16,56.326530612244895,41.224489795918366,17.755102040816325,44.08163265306123,49.083111830479105
2025-10-17,57.75510204081633,41.224489795918366,16.93877551020408,44.63265306122449,48.27393750879644
2025-10-20,62.44897959183674,45.51020408163266,20.612244897959183,49.0,48.405948870833456
2025-10-21,64.28571428571429,51.22448979591837,22.653061224489797,52.04081632653062,49.066833862778395
2025-10-22,63.06122448979592,43.673469387755105,17.551020408163264,48.14285714285714,48.89883809551999
2025-10-23,64.28571428571429,46.12244897959184,18.16326530612245,49.61224489795919,49.0285484232362
2025-10-24,62.65306122448979,48.36734693877551,19.183673469387756,49.6734693877551,49.14580678042146
2025-10-27,63.26530612244898,54.285714285714285,27.346938775510203,53.38775510204082,49.91707011162498
2025-10-28,60.0,44.48979591836735,20.612244897959183,47.46938775510204,49.472036955893536
2025-10-29,54.08163265306123,41.0204081632653,20.612244897959183,43.46938775510204,48.38064619211327
2025-10-30,53.06122448979592,52.6530612244898,31.020408163265305,48.53061224489795,48.40791274716503
2025-10-31,53.46938775510204,48.16326530612245,27.95918367346939,46.775510204081634,48.11111228478623
2025-11-03,53.06122448979592,41.63265306122449,23.06122448979592,43.63265306122449,47.29684697141136
2025-11-04,52.244897959183675,37.95918367346939,18.775510204081634,41.265306122448976,46.20020318069093
2025-11-05,53.265306122448976,48.36734693877551,27.55102040816326,46.65306122448979,46.282541006836176
2025-11-06,51.22448979591837,40.20408163265306,23.877551020408163,42.44897959183674,45.585529840472645
2025-11-07,53.673469387755105,39.795918367346935,23.46938775510204,43.46938775510204,45.200776734041625
2025-11-10,54.89795918367347,41.0204081632653,25.102040816326532,44.775510204081634,45.12345554677617
