Date,MACD_Breadth
2008-12-12,31.88405797101449
2008-12-15,31.40096618357488
2008-12-16,38.164251207729464
2008-12-17,44.927536231884055
2008-12-18,48.55072463768116
2008-12-19,52.65700483091788
2008-12-22,51.690821256038646
2008-12-23,49.75845410628019
2008-12-24,50.48309178743962
2008-12-26,49.75845410628019
2008-12-29,48.309178743961354
2008-12-30,50.96618357487923
2008-12-31,56.038647342995176
2009-01-02,64.97584541062803
2009-01-05,70.53140096618358
2009-01-06,77.05314009661835
2009-01-07,78.01932367149759
2009-01-08,78.50241545893721
2009-01-09,76.32850241545893
2009-01-12,72.22222222222221
2009-01-13,68.84057971014492
2009-01-14,60.14492753623188
2009-01-15,52.41545893719807
2009-01-16,49.51690821256038
2009-01-20,41.54589371980676
2009-01-21,38.405797101449274
2009-01-22,35.02415458937198
2009-01-23,33.091787439613526
2009-01-26,34.05797101449276
2009-01-27,35.748792270531396
2009-01-28,41.30434782608695
2009-01-29,41.06280193236715
2009-01-30,38.164251207729464
2009-02-02,37.19806763285024
2009-02-03,38.405797101449274
2009-02-04,38.164251207729464
2009-02-05,41.54589371980676
2009-02-06,47.58454106280193
2009-02-09,52.41545893719807
2009-02-10,49.51690821256038
2009-02-11,47.34299516908212
2009-02-12,44.68599033816425
2009-02-13,44.20289855072464
2009-02-17,37.68115942028986
2009-02-18,32.125603864734295
2009-02-19,29.227053140096622
2009-02-20,24.879227053140095
2009-02-23,20.77294685990338
2009-02-24,18.84057971014493
2009-02-25,17.632850241545896
2009-02-26,14.975845410628018
2009-02-27,13.043478260869565
2009-03-02,10.144927536231885
2009-03-03,9.178743961352657
2009-03-04,8.454106280193237
2009-03-05,7.729468599033816
2009-03-06,6.521739130434782
2009-03-09,6.763285024154589
2009-03-10,7.971014492753622
2009-03-11,8.212560386473431
2009-03-12,12.318840579710146
2009-03-13,16.425120772946862
2009-03-16,18.357487922705314
2009-03-17,22.22222222222222
2009-03-18,30.676328502415455
2009-03-19,35.02415458937198
2009-03-20,38.164251207729464
2009-03-23,48.792270531400966
2009-03-24,53.62318840579711
2009-03-25,60.6280193236715
2009-03-26,67.6328502415459
2009-03-27,70.77294685990339
2009-03-30,70.04830917874396
2009-03-31,71.98067632850241
2009-04-01,73.91304347826086
2009-04-02,78.74396135265701
2009-04-03,81.64251207729468
2009-04-06,85.26570048309179
2009-04-07,85.26570048309179
2009-04-08,85.99033816425121
2009-04-09,87.92270531400966
2009-04-13,89.13043478260869
2009-04-14,89.3719806763285
2009-04-15,90.09661835748793
2009-04-16,90.57971014492753
2009-04-17,91.06280193236715
2009-04-20,89.13043478260869
2009-04-21,87.68115942028986
2009-04-22,86.47342995169082
2009-04-23,85.26570048309179
2009-04-24,85.02415458937197
2009-04-27,83.09178743961353
2009-04-28,83.57487922705315
2009-04-29,84.05797101449275
2009-04-30,85.5072463768116
2009-05-01,86.47342995169082
2009-05-04,86.47342995169082
2009-05-05,88.88888888888889
2009-05-06,89.3719806763285
2009-05-07,88.64734299516908
2009-05-08,90.33816425120773
2009-05-11,90.09661835748793
2009-05-12,87.92270531400966
2009-05-13,85.74879227053141
2009-05-14,83.57487922705315
2009-05-15,79.46859903381642
2009-05-18,78.26086956521739
2009-05-19,78.50241545893721
2009-05-20,78.26086956521739
2009-05-21,75.84541062801932
2009-05-22,73.91304347826086
2009-05-26,75.1207729468599
2009-05-27,71.73913043478261
2009-05-28,72.70531400966183
2009-05-29,74.8792270531401
2009-06-01,79.71014492753623
2009-06-02,83.33333333333334
2009-06-03,84.54106280193237
2009-06-04,85.26570048309179
2009-06-05,85.26570048309179
2009-06-08,86.71497584541062
2009-06-09,87.92270531400966
2009-06-10,87.19806763285024
2009-06-11,86.71497584541062
2009-06-12,87.19806763285024
2009-06-15,83.81642512077295
2009-06-16,78.26086956521739
2009-06-17,73.91304347826086
2009-06-18,70.53140096618358
2009-06-19,67.3913043478261
2009-06-22,60.38647342995169
2009-06-23,53.3816425120773
2009-06-24,50.24154589371981
2009-06-25,50.96618357487923
2009-06-26,52.17391304347826
2009-06-29,56.038647342995176
2009-06-30,56.28019323671497
2009-07-01,57.48792270531401
2009-07-02,54.347826086956516
2009-07-06,51.690821256038646
2009-07-07,46.3768115942029
2009-07-08,41.06280193236715
2009-07-09,36.95652173913043
2009-07-10,33.57487922705314
2009-07-13,34.54106280193236
2009-07-14,37.68115942028986
2009-07-15,47.34299516908212
2009-07-16,55.55555555555556
2009-07-17,59.90338164251207
2009-07-20,67.8743961352657
2009-07-21,73.91304347826086
2009-07-22,78.01932367149759
2009-07-23,84.05797101449275
2009-07-24,85.74879227053141
2009-07-27,88.16425120772948
2009-07-28,89.85507246376811
2009-07-29,89.85507246376811
2009-07-30,91.30434782608695
2009-07-31,91.54589371980676
2009-08-03,92.27053140096618
2009-08-04,92.512077294686
2009-08-05,92.02898550724638
2009-08-06,91.78743961352657
2009-08-07,91.54589371980676
2009-08-10,91.30434782608695
2009-08-11,89.3719806763285
2009-08-12,88.16425120772948
2009-08-13,88.16425120772948
2009-08-14,88.16425120772948
2009-08-17,86.71497584541062
2009-08-18,85.26570048309179
2009-08-19,85.02415458937197
2009-08-20,85.26570048309179
2009-08-21,87.19806763285024
2009-08-24,88.40579710144928
2009-08-25,90.09661835748793
2009-08-26,91.30434782608695
2009-08-27,92.7536231884058
2009-08-28,92.7536231884058
2009-08-31,91.54589371980676
2009-09-01,88.40579710144928
2009-09-02,86.23188405797102
2009-09-03,82.85024154589372
2009-09-04,82.6086956521739
2009-09-08,84.29951690821255
2009-09-09,84.29951690821255
2009-09-10,85.99033816425121
2009-09-11,86.50602409638554
2009-09-14,87.71084337349397
2009-09-15,88.19277108433735
2009-09-16,90.60240963855422
2009-09-17,91.08433734939759
2009-09-18,91.80722891566265
2009-09-21,92.53012048192771
2009-09-22,91.80722891566265
2009-09-23,90.36144578313254
2009-09-24,89.1566265060241
2009-09-25,86.02409638554217
2009-09-28,84.81927710843374
2009-09-29,85.06024096385542
2009-09-30,84.81927710843374
2009-10-01,81.20481927710843
2009-10-02,72.77108433734941
2009-10-05,69.1566265060241
2009-10-06,68.67469879518072
2009-10-07,68.43373493975903
2009-10-08,69.87951807228916
2009-10-09,73.01204819277109
2009-10-12,75.90361445783132
2009-10-13,74.93975903614458
2009-10-14,77.83132530120483
2009-10-15,81.92771084337349
2009-10-16,81.92771084337349
2009-10-19,85.06024096385542
2009-10-20,85.06024096385542
2009-10-21,81.92771084337349
2009-10-22,81.20481927710843
2009-10-23,77.10843373493977
2009-10-26,72.77108433734941
2009-10-27,66.74698795180723
2009-10-28,60.48192771084337
2009-10-29,57.59036144578313
2009-10-30,48.674698795180724
2009-11-02,44.096385542168676
2009-11-03,40.72289156626506
2009-11-04,39.277108433734945
2009-11-05,44.33734939759036
2009-11-06,46.98795180722892
2009-11-09,53.493975903614455
2009-11-10,59.518072289156635
2009-11-11,63.942307692307686
2009-11-12,66.58653846153845
2009-11-13,70.4326923076923
2009-11-16,74.03846153846155
